0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,763,97,338,384,400,766,846,943,"1,290","1,163","1,082","1,932"
Cash from Investing Activity +,-5,299,-265,-37,360,552,454,432,-740,-15,322,-974
Cash from Financing Activity +,-717,-418,-54,-404,-640,"-1,372","-1,354",-770,-807,"-1,152","-1,254","-1,185"
Net Cash Flow,41,-22,20,-58,120,-54,-54,605,-257,-3,150,-226
