0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,59,138,58,63,86,62,53,65,39,85,75,71
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,59,138,58,63,86,62,53,65,39,85,75,71
Working Capital Days,-22,53,7,64,85,62,57,51,50,55,59,46
ROCE %,19%,8%,18%,14%,18%,22%,26%,39%,35%,35%,39%,38%
