0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,253,114,145,355,878,"1,124","2,490","1,579","1,243","1,216","1,474",-495
Cash from Investing Activity +,-119,211,-176,"-1,545","-2,580","-1,137","-2,256","-1,607","-1,235",-897,-432,"3,197"
Cash from Financing Activity +,-14,-385,-32,"1,223","1,879",-62,-155,-139,-81,-305,-978,"-2,666"
Net Cash Flow,120,-60,-64,32,177,-75,79,-168,-73,14,64,35
