Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-03 00:00:00+05:30,111.82155879905953,115.72863358084214,107.41990966061176,110.98078918457031,164770,0.0,0.0
2020-03-04 00:00:00+05:30,111.27752857748722,112.76122895852039,103.56228357751863,107.17262268066406,130299,0.0,0.0
2020-03-05 00:00:00+05:30,107.81555828095253,110.78295896758425,106.67805317511234,109.3981704711914,115970,0.0,0.0
2020-03-06 00:00:00+05:30,106.82642526650822,109.0025160959336,103.71065302027036,106.18348693847656,142119,0.0,0.0
2020-03-09 00:00:00+05:30,104.74924740560132,105.2438141945357,100.10031506172389,103.2160873413086,130493,0.0,0.0
2020-03-11 00:00:00+05:30,104.25468137116903,105.63946989950524,93.3247522380219,95.8470458984375,124804,0.0,0.0
2020-03-12 00:00:00+05:30,90.06061710957084,91.198114709991,76.70731353759766,76.70731353759766,607425,0.0,0.0
2020-03-13 00:00:00+05:30,69.04152665583435,77.30079051001678,69.04152665583435,75.27306365966797,384099,0.0,0.0
2020-03-16 00:00:00+05:30,74.18502195038064,75.02578402318683,67.75565338134766,67.75565338134766,183074,0.0,0.0
2020-03-17 00:00:00+05:30,65.28281852556451,70.12957474357879,62.31541768349339,62.760528564453125,173113,0.0,0.0
2020-03-18 00:00:00+05:30,64.29368095247949,64.29368095247949,56.52898406982422,56.52898406982422,134769,0.0,0.0
2020-03-19 00:00:00+05:30,50.89092254638672,54.896912719950286,50.89092254638672,50.89092254638672,185049,0.0,0.0
2020-03-20 00:00:00+05:30,48.36863323124342,53.41321294447955,48.36863323124342,50.4458122253418,335955,0.0,0.0
2020-03-23 00:00:00+05:30,48.17080634547556,52.42408000644365,47.92352294921875,47.92352294921875,38754,0.0,0.0
2020-03-24 00:00:00+05:30,47.92352240632528,49.35776684301622,45.54960031985441,45.599056243896484,113329,0.0,0.0
2020-03-25 00:00:00+05:30,43.32405085714353,45.50014552836664,43.32405085714353,44.362640380859375,75796,0.0,0.0
2020-03-26 00:00:00+05:30,44.46155541609971,46.538734436035156,43.71970522708774,46.538734436035156,53865,0.0,0.0
2020-03-27 00:00:00+05:30,48.863197326660156,48.863197326660156,48.863197326660156,48.863197326660156,31535,0.0,0.0
2020-03-30 00:00:00+05:30,51.28657531738281,51.28657531738281,51.28657531738281,51.28657531738281,58737,0.0,0.0
2020-03-31 00:00:00+05:30,53.808868408203125,53.808868408203125,53.808868408203125,53.808868408203125,12113,0.0,0.0
2020-04-01 00:00:00+05:30,56.47952651977539,56.47952651977539,56.47952651977539,56.47952651977539,12833,0.0,0.0
2020-04-03 00:00:00+05:30,59.298561096191406,59.298561096191406,59.298561096191406,59.298561096191406,35292,0.0,0.0
2020-04-07 00:00:00+05:30,62.21650314331055,62.21650314331055,62.21650314331055,62.21650314331055,10855,0.0,0.0
2020-04-08 00:00:00+05:30,65.2828140258789,65.2828140258789,65.2828140258789,65.2828140258789,26324,0.0,0.0
2020-04-09 00:00:00+05:30,68.54695892333984,68.54695892333984,68.54695892333984,68.54695892333984,14385,0.0,0.0
2020-04-13 00:00:00+05:30,71.95946502685547,71.95946502685547,68.94260471160091,71.95946502685547,250700,0.0,0.0
2020-04-15 00:00:00+05:30,75.52035522460938,75.52035522460938,75.52035522460938,75.52035522460938,45009,0.0,0.0
2020-04-16 00:00:00+05:30,78.88340541040668,79.27906036376953,76.50948323672016,79.27906036376953,143931,0.0,0.0
2020-04-17 00:00:00+05:30,83.23558807373047,83.23558807373047,81.30677316199048,83.23558807373047,56804,0.0,0.0
2020-04-20 00:00:00+05:30,87.38994598388672,87.38994598388672,87.38994598388672,87.38994598388672,52518,0.0,0.0
2020-04-21 00:00:00+05:30,91.74213606605319,91.74213606605319,83.03775787353516,83.03775787353516,347066,0.0,0.0
2020-04-22 00:00:00+05:30,79.13068502208414,82.09808571041229,78.932861328125,78.932861328125,102695,0.0,0.0
2020-04-23 00:00:00+05:30,75.02578026555179,79.3285098138753,75.02578026555179,75.27306365966797,322760,0.0,0.0
2020-04-24 00:00:00+05:30,75.17415129442936,75.17415129442936,71.51436010527036,71.56381225585938,57248,0.0,0.0
2020-04-27 00:00:00+05:30,73.19588413016501,75.1246915717557,69.3382617004934,75.0257797241211,79293,0.0,0.0
2020-04-28 00:00:00+05:30,77.0535164528402,77.39971173725492,71.76165268681176,72.30567169189453,65536,0.0,0.0
2020-04-29 00:00:00+05:30,72.55294148450544,75.27305863832902,71.11870091290348,73.0475082397461,51276,0.0,0.0
2020-04-30 00:00:00+05:30,73.14642777779044,75.12469500690163,71.21762024800324,71.66272735595703,71893,0.0,0.0
2020-05-04 00:00:00+05:30,70.3274035680476,73.0969809075522,69.18989831980497,69.73392486572266,82071,0.0,0.0
