Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-06 00:00:00+05:30,41.56189116866182,41.56189116866182,39.682664867009265,40.40333938598633,135765,0.0,0.0
2015-04-07 00:00:00+05:30,40.32124216353579,40.83209729433434,39.828628876031836,40.047569274902344,152375,0.0,0.0
2015-04-08 00:00:00+05:30,40.503689762533114,44.152670696817566,40.34860626325754,43.888118743896484,505535,0.0,0.0
2015-04-09 00:00:00+05:30,44.33511313810019,46.342053174955645,43.80601275780342,44.107051849365234,521795,0.0,0.0
2015-04-10 00:00:00+05:30,44.59966877258607,46.83467028381167,44.152670558304585,46.37854766845703,479320,0.0,0.0
2015-04-13 00:00:00+05:30,46.65221965068626,49.62614099476659,46.65221965068626,49.2338752746582,677270,0.0,0.0
2015-04-15 00:00:00+05:30,49.626139097052295,50.72083052718352,46.54274941967008,47.48236083984375,395755,0.0,0.0
2015-04-16 00:00:00+05:30,47.683052311963905,47.883747349721936,44.7000103850046,45.63962173461914,291965,0.0,0.0
2015-04-17 00:00:00+05:30,46.013644350898176,46.13223719539369,43.59619677887468,43.89723587036133,227385,0.0,0.0
2015-04-20 00:00:00+05:30,43.79689498557686,44.44459178835832,41.63487461555883,42.37379455566406,170180,0.0,0.0
2015-04-21 00:00:00+05:30,41.98152316372069,44.69089243366802,41.643993425020916,44.1435432434082,193235,0.0,0.0
2015-04-22 00:00:00+05:30,44.864218549730765,46.50625918941604,42.693074031513326,43.14919662475586,366580,0.0,0.0
2015-04-23 00:00:00+05:30,43.45936123909022,44.49932022149606,42.702199524507094,43.40462875366211,187545,0.0,0.0
2015-04-24 00:00:00+05:30,43.74216470404455,43.74216470404455,40.594917588290265,41.02367401123047,193110,0.0,0.0
2015-04-27 00:00:00+05:30,41.2699741769173,41.66223640945077,38.92550082286297,39.42723846435547,169530,0.0,0.0
2015-04-28 00:00:00+05:30,39.59144056703763,41.05103140271407,38.49674570031078,39.299522399902344,261645,0.0,0.0
2015-04-29 00:00:00+05:30,39.02585061434701,40.48544509980213,38.90726123760723,39.554954528808594,213610,0.0,0.0
2015-04-30 00:00:00+05:30,39.37250173201506,39.91984744668275,37.967643323111695,38.76129913330078,225445,0.0,0.0
2015-05-04 00:00:00+05:30,38.989361920939,40.81385234629069,38.989361920939,40.30299377441406,141390,0.0,0.0
2015-05-05 00:00:00+05:30,40.32124337505065,42.875529545609666,39.95634385928235,42.41940689086914,285330,0.0,0.0
2015-05-06 00:00:00+05:30,42.30080793783651,44.04319608896328,39.71003149260695,40.220890045166016,393940,0.0,0.0
2015-05-07 00:00:00+05:30,40.06580807501118,40.68613509809803,38.86164467253418,39.88336181640625,156155,0.0,0.0
2015-05-08 00:00:00+05:30,40.42158317836297,41.3794398739767,40.157031254068606,40.32123565673828,138220,0.0,0.0
2015-05-11 00:00:00+05:30,40.83209455117816,41.94503483411685,40.59491232494728,41.16050338745117,92620,0.0,0.0
2015-05-12 00:00:00+05:30,41.16962055752132,41.835559034138534,39.883355161327216,41.58013153076172,127150,0.0,0.0
2015-05-13 00:00:00+05:30,41.75346707206983,43.04885370515868,41.653119534025564,42.556243896484375,170220,0.0,0.0
2015-05-14 00:00:00+05:30,42.46501117669803,42.87552219154103,41.6987251089708,42.01801300048828,81525,0.0,0.0
2015-05-15 00:00:00+05:30,41.96328280571982,45.393323521274816,41.96328280571982,45.04667282104492,425145,0.0,0.0
2015-05-18 00:00:00+05:30,45.429809179500445,47.21780889363145,41.78082846660982,43.33164596557617,1014175,0.0,0.0
2015-05-19 00:00:00+05:30,37.420299910396956,39.01672906964628,37.420299910396956,37.8672981262207,2633170,0.0,0.0
2015-05-20 00:00:00+05:30,38.13184886022772,39.591443275701934,38.13184886022772,39.244789123535156,910770,0.0,0.0
2015-05-21 00:00:00+05:30,38.81602898948408,39.95633538447444,38.81602898948408,39.44548034667969,387110,0.0,0.0
2015-05-22 00:00:00+05:30,39.390744009516794,39.700907485179876,39.03496897447892,39.226539611816406,330090,0.0,0.0
2015-05-25 00:00:00+05:30,39.18093569242644,39.554956120133156,38.95287437114333,39.23566818237305,311860,0.0,0.0
2015-05-26 00:00:00+05:30,39.34513781355699,39.34513781355699,38.77042234326208,38.889015197753906,162810,0.0,0.0
2015-05-27 00:00:00+05:30,37.97676772365502,39.07146263292959,37.97676772365502,38.76129913330078,120015,0.0,0.0
2015-05-28 00:00:00+05:30,38.3781563045506,39.1353215110243,37.21960445219816,38.049747467041016,213275,0.0,0.0
