Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-04-06 00:00:00+05:30,225.59347471563828,226.23509435236355,221.74375689528657,223.7113800048828,2100720,0.0,0.0
2015-04-07 00:00:00+05:30,223.7113565162889,225.46510622950828,217.5090340124912,222.513671875,1385846,0.0,0.0
2015-04-08 00:00:00+05:30,222.68477540979725,227.8605227470612,219.519467572013,220.417724609375,1722699,0.0,0.0
2015-04-09 00:00:00+05:30,222.4281437008036,222.4281437008036,216.9102173620599,219.13449096679688,1162924,0.0,0.0
2015-04-10 00:00:00+05:30,219.1772562261543,221.8292629042211,218.45008215641423,220.97377014160156,771330,0.0,0.0
2015-04-13 00:00:00+05:30,222.25699197267238,222.59920993711668,217.72289112700253,220.3749237060547,1109353,0.0,0.0
2015-04-15 00:00:00+05:30,222.77028623748672,224.1390797321732,220.37491720245873,222.3853302001953,2877879,0.0,0.0
2015-04-16 00:00:00+05:30,223.19806668394347,223.19806668394347,213.87320036935333,216.01193237304688,3346874,0.0,0.0
2015-04-17 00:00:00+05:30,214.21537932159643,214.68590294472816,210.23734325666626,211.1783905029297,1579668,0.0,0.0
2015-04-20 00:00:00+05:30,210.6650818102995,216.6535308363791,208.56912726192826,212.20497131347656,1651654,0.0,0.0
2015-04-21 00:00:00+05:30,211.30670159657797,212.11941706888513,204.6766330242157,205.31825256347656,1187332,0.0,0.0
2015-04-22 00:00:00+05:30,205.9171314047806,208.39806856254017,202.02463623161935,207.07205200195312,2817535,0.0,0.0
2015-04-23 00:00:00+05:30,208.61190518859377,211.2211475440074,201.98183660239374,203.26507568359375,1605610,0.0,0.0
2015-04-24 00:00:00+05:30,203.60729364212997,203.60729364212997,198.2176861996696,199.62925720214844,1431828,0.0,0.0
2015-04-27 00:00:00+05:30,200.57029979040558,200.57029979040558,195.6512158117036,196.8916778564453,1045609,0.0,0.0
2015-04-28 00:00:00+05:30,196.67780851271948,198.43157153302496,191.67318298115748,197.23388671875,3076993,0.0,0.0
2015-04-29 00:00:00+05:30,196.76335923613593,206.60152719794274,195.22346946613956,203.86395263671875,4216759,0.0,0.0
2015-04-30 00:00:00+05:30,201.5113385650478,206.0026759191553,198.0465899954079,198.8165283203125,2718627,0.0,0.0
2015-05-04 00:00:00+05:30,200.44195537022932,207.88473973773728,198.47431942039114,206.43040466308594,1225037,0.0,0.0
2015-05-05 00:00:00+05:30,206.1737549335104,206.1737549335104,201.72519519715402,204.6338653564453,1425990,0.0,0.0
2015-05-06 00:00:00+05:30,204.63386163379033,204.8049575717331,192.10089816306865,194.0257568359375,1784868,0.0,0.0
2015-05-07 00:00:00+05:30,192.48588034445035,198.85929910509864,190.1760523910738,197.96102905273438,1204512,0.0,0.0
2015-05-08 00:00:00+05:30,199.11596161289066,205.27550754611997,198.17491425271209,199.5009307861328,1726625,0.0,0.0
2015-05-11 00:00:00+05:30,200.1425243349213,204.80495716701117,197.23385423429184,204.03501892089844,966021,0.0,0.0
2015-05-12 00:00:00+05:30,204.80494808065947,204.80494808065947,194.6673673722827,195.77951049804688,1408233,0.0,0.0
2015-05-13 00:00:00+05:30,197.40498026058364,202.11019105769398,195.05237486202847,201.1691436767578,1485322,0.0,0.0
2015-05-14 00:00:00+05:30,200.6558260150577,203.22230425088333,197.74714284885198,201.0835723876953,1388619,0.0,0.0
2015-05-15 00:00:00+05:30,200.9980223609963,202.70900788959176,198.77374900609237,200.78414916992188,688530,0.0,0.0
2015-05-18 00:00:00+05:30,201.42580691175425,207.79922660272865,199.8431528301731,205.91714477539062,1454344,0.0,0.0
2015-05-19 00:00:00+05:30,206.77258095250144,207.84194681701976,202.83732240334365,204.46275329589844,1281230,0.0,0.0
2015-05-20 00:00:00+05:30,204.71943341959349,206.85816545896702,203.17954374048762,204.29168701171875,1327514,0.0,0.0
2015-05-21 00:00:00+05:30,204.29168636184806,206.6870688490834,201.38300296528217,206.34486389160156,1900169,0.0,0.0
2015-05-22 00:00:00+05:30,206.34486778995932,209.29631543990916,205.40383351012068,206.68707275390625,1215616,0.0,0.0
2015-05-25 00:00:00+05:30,206.60150313192716,206.7725990744888,197.78992502527458,198.73097229003906,1474372,0.0,0.0
2015-05-26 00:00:00+05:30,199.54368242073824,200.09974748249812,193.42691452624607,194.0257568359375,2058074,0.0,0.0
2015-05-27 00:00:00+05:30,193.0847303409994,197.148321309191,192.4858879669702,194.71017456054688,1051814,0.0,0.0
2015-05-28 00:00:00+05:30,195.1806761526042,198.55988313925528,193.1702759146175,196.72056579589844,1925339,0.0,0.0
2015-05-29 00:00:00+05:30,197.14829489760396,205.14715705859717,196.54945260380055,203.26507568359375,3367891,0.0,0.0
2015-06-01 00:00:00+05:30,203.26507373723047,206.2165209849723,203.2222964908435,205.23269653320312,896412,0.0,0.0
2015-06-02 00:00:00+05:30,204.50558905588628,205.40385924985785,195.95065969194027,197.87551879882812,1281246,0.0,0.0
2015-06-03 00:00:00+05:30,196.9344202911042,197.49049838786658,191.84424124996647,193.17025756835938,1280160,0.0,0.0
2015-06-04 00:00:00+05:30,193.170277810014,196.59224902700703,189.149464240804,195.90785217285156,1682455,0.0,0.0
2015-06-05 00:00:00+05:30,195.3945509407014,195.8222973421073,188.37951256840148,189.74830627441406,2306031,0.0,0.0
2015-06-08 00:00:00+05:30,189.2349906868007,192.78529337524088,188.37949795037412,190.81765747070312,1452746,0.0,0.0
2015-06-09 00:00:00+05:30,190.43270530327248,193.98299525399278,189.40610348514116,193.12750244140625,1635006,0.0,0.0
2015-06-10 00:00:00+05:30,192.99917002494357,194.96679291102978,190.34713727288658,193.21304321289062,1326034,0.0,0.0
2015-06-11 00:00:00+05:30,194.36796149539924,199.24426784329157,188.37951189705817,189.83384704589844,2285209,0.0,0.0
2015-06-12 00:00:00+05:30,188.20840160323112,189.49164070507132,183.759841994275,186.88238525390625,2071964,0.0,0.0
2015-06-15 00:00:00+05:30,186.92515898080768,188.0373021255462,184.01648895959892,184.48699951171875,1311042,0.0,0.0
2015-06-16 00:00:00+05:30,184.4870258991178,189.06391781896411,183.33211839629547,187.82345581054688,1211923,0.0,0.0
2015-06-17 00:00:00+05:30,187.4384723842632,191.63038176383353,185.21418594584804,189.96217346191406,1548357,0.0,0.0
2015-06-18 00:00:00+05:30,189.66276032432117,192.05814289095645,188.63617152541602,190.0477294921875,1018469,0.0,0.0
2015-06-19 00:00:00+05:30,190.38991182769797,195.05234464822564,189.57719633575368,193.8546600341797,1392473,0.0,0.0
2015-06-22 00:00:00+05:30,194.9240290747848,197.4905073348674,192.74251994295793,195.43731689453125,1162719,0.0,0.0
2015-06-23 00:00:00+05:30,195.43728531257838,197.91822172868467,194.19682363141592,197.31936645507812,1256867,0.0,0.0
2015-06-24 00:00:00+05:30,196.67777738335957,198.98761824410334,193.17026495168884,194.1968536376953,1613338,0.0,0.0
2015-06-25 00:00:00+05:30,194.19685190854045,195.56564551355007,191.97256556384562,193.8546600341797,2082661,0.0,0.0
2015-06-26 00:00:00+05:30,193.76910726404398,196.59223594089931,192.52864539121185,194.1968536376953,1388968,0.0,0.0
2015-06-29 00:00:00+05:30,191.63037033742353,195.26621441748625,188.42227261972113,194.58181762695312,980547,0.0,0.0
2015-06-30 00:00:00+05:30,194.19685637078686,197.49050871576958,192.48587085210153,196.6777801513672,1597249,0.0,0.0
2015-07-01 00:00:00+05:30,196.7633643993701,205.14719731931774,195.90787151067718,203.73562622070312,2913864,0.0,0.0
2015-07-02 00:00:00+05:30,203.8211326270882,206.94367571234906,201.72517815521564,205.18992614746094,2573710,0.0,0.0
2015-07-03 00:00:00+05:30,204.50554561523012,207.88473938543,204.4627683667398,207.32867431640625,1396131,0.0,0.0
2015-07-06 00:00:00+05:30,202.83735786786914,211.05008131103062,202.75180336223613,210.23736572265625,1515391,0.0,0.0
2015-07-07 00:00:00+05:30,210.02350089383106,211.9055826088028,208.39806965221572,210.2801513671875,2317825,0.0,0.0
2015-07-08 00:00:00+05:30,209.29631062301024,209.29631062301024,202.83735035430192,206.17376708984375,1262638,0.0,0.0
2015-07-09 00:00:00+05:30,204.89054189465583,209.29632494352785,204.89054189465583,207.1575927734375,634397,0.0,0.0
2015-07-10 00:00:00+05:30,207.15759193383641,209.16800538708733,204.12060270764508,206.9864959716797,1117210,0.0,0.0
2015-07-13 00:00:00+05:30,206.17375903291355,212.50440035431936,205.831567143999,212.0338897705078,882744,0.0,0.0
2015-07-14 00:00:00+05:30,212.50441408891103,217.16686046286395,210.83620567851125,215.8836212158203,1491806,0.0,0.0
2015-07-15 00:00:00+05:30,216.14025281286362,220.11828915026484,214.04429804311692,218.32176208496094,1257139,0.0,0.0
2015-07-16 00:00:00+05:30,218.1506611891835,218.96337672795502,214.60037133644175,217.55181884765625,821358,0.0,0.0
2015-07-17 00:00:00+05:30,219.51947765224406,219.51947765224406,213.91599669222245,214.3865203857422,6722087,0.0,0.0
2015-07-20 00:00:00+05:30,213.8731862621243,215.92636362872736,209.9379144133879,215.02810668945312,2520171,0.0,0.0
2015-07-21 00:00:00+05:30,214.72870346431858,216.61078510703373,206.3020937443045,207.1148223876953,1874950,0.0,0.0
2015-07-22 00:00:00+05:30,206.43043065335985,211.60616509029902,204.5055717097384,210.92176818847656,928326,0.0,0.0
2015-07-23 00:00:00+05:30,211.73445384052394,211.82000833631628,207.79918200217665,209.1251983642578,609596,0.0,0.0
