0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,154,55,242,404,240,202,196,228,485,389,76,295
Cash from Investing Activity +,-94,-34,-187,-263,-222,-119,-46,206,-4,-731,414,490
Cash from Financing Activity +,-46,-26,-61,-81,-65,-75,-103,-133,-494,2,-413,-879
Net Cash Flow,14,-5,-6,61,-47,9,46,301,-13,-340,77,-94
