0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,274,263,180,848,327,305,809,540,"1,388",545,730,773
Cash from Investing Activity +,-67,-111,-199,-292,-511,-794,-754,-822,-837,-369,-461,-329
Cash from Financing Activity +,-229,-151,18,-276,-96,498,80,166,-534,-217,-261,-445
Net Cash Flow,-21,1,-1,280,-280,9,135,-116,18,-40,8,-2
