0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,58,63,58,43,40,41,40,50,46,48,47,61
Inventory Days,88,112,73,100,106,101,106,100,144,158,117,104
Days Payable,49,79,70,87,84,67,53,62,100,78,36,73
Cash Conversion Cycle,97,96,61,56,63,75,92,87,90,129,128,91
Working Capital Days,100,97,40,-10,18,58,74,67,67,84,76,77
ROCE %,18%,19%,17%,15%,20%,22%,22%,19%,23%,23%,14%,16%
