0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,87,75,167,219,274,453,230,517,696,327,-2,"1,080"
Cash from Investing Activity +,-42,-49,-53,-26,-108,-238,192,-27,-401,119,36,-370
Cash from Financing Activity +,-44,-27,-113,-189,-154,-188,-443,-378,-366,-396,-179,-621
Net Cash Flow,1,-1,1,4,12,27,-22,113,-71,49,-145,89
