0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,67,87,68,57,59,51,43,48,56,49,45,46
Inventory Days,,323,290,226,209,186,162,197,220,220,162,192
Days Payable,,300,270,266,289,232,172,177,195,165,139,153
Cash Conversion Cycle,67,109,88,17,-21,5,33,67,81,104,68,85
Working Capital Days,114,78,52,11,20,20,10,35,51,59,42,48
ROCE %,14%,12%,12%,13%,10%,11%,17%,12%,14%,18%,21%,15%
