0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"5,033","4,922","2,444","4,071","5,761","8,663","7,876","6,888","8,373","8,754","2,808","11,848"
Cash from Investing Activity +,"-5,472","-3,232",-964,-671,-380,"-2,568","-5,437","-6,829","-4,170","-4,413","-6,553","-8,002"
Cash from Financing Activity +,"1,865","-1,397","-2,989","-3,318","-5,238","-5,470","-3,365",338,"-3,539","-4,186","2,552","-3,431"
Net Cash Flow,"1,427",293,"-1,509",82,143,624,-925,398,664,155,"-1,194",415
