0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,548,589,170,85,69,91,107,85,82,69,56,95
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,548,589,170,85,69,91,107,85,82,69,56,95
Working Capital Days,292,879,60,23,-10,14,52,55,6,28,14,6
ROCE %,-0%,0%,1%,2%,4%,1%,3%,-26%,24%,23%,31%,26%
