0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,8,-34,47,19,65,16,-21,97,304,97,90,109
Cash from Investing Activity +,-31,11,-45,-6,-4,-5,-53,-48,-22,-43,145,-281
Cash from Financing Activity +,0,22,5,6,15,5,74,-65,-161,-94,-321,121
Net Cash Flow,-23,-1,7,19,76,16,-1,-16,121,-40,-86,-51
