0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,10,10,10,10,11,11,12,15,14,14,13,13,13
Reserves,615,605,615,626,630,653,688,654,653,687,554,582,586
Borrowings +,0,0,0,0,0,0,60,0,0,0,0,255,255
Other Liabilities +,24,9,45,55,132,241,293,218,327,419,321,479,401
Total Liabilities,649,625,671,691,772,905,"1,052",887,993,"1,119",888,"1,329","1,255"
Fixed Assets +,46,35,31,25,449,425,337,32,31,31,28,31,30
CWIP,18,6,0,0,20,0,6,0,0,0,1,1,0
Investments,502,480,531,537,53,54,130,290,329,328,327,701,735
Other Assets +,83,104,108,129,251,426,580,565,632,760,531,597,490
Total Assets,649,625,671,691,772,905,"1,052",887,993,"1,119",888,"1,329","1,255"
