0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,284,104,8,93,8,110,9,134,48,668,61,522,33
Expenses +,7,12,8,9,9,13,9,13,15,28,14,25,13
Operating Profit,277,92,0,84,-1,97,1,121,34,640,47,497,20
OPM %,97%,89%,3%,91%,-8%,89%,6%,90%,70%,96%,77%,95%,62%
Other Income +,1,0,0,1,2,2,0,0,0,0,0,2,0
Interest,0,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,277,92,0,85,1,99,1,121,34,640,47,499,20
Tax %,13%,27%,-850%,25%,201%,22%,25%,25%,24%,7%,19%,19%,33%
Net Profit +,240,68,2,64,-1,77,1,91,26,597,38,403,14
EPS in Rs,0.99,0.28,0.01,0.26,-0.00,0.32,0.00,0.35,0.10,2.30,0.14,1.55,0.05
Raw PDF,,,,,,,,,,,,,
