0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,97,264,242,630,499,318,745,682,"1,324","1,299","1,437","1,687"
Cash from Investing Activity +,-349,119,-260,311,-362,-273,-313,-995,"-1,121","-1,669",197,-866
Cash from Financing Activity +,274,-395,26,-958,-125,-60,-276,173,-209,437,"-1,711",-959
Net Cash Flow,21,-12,8,-17,13,-15,156,-141,-5,67,-77,-138
