Company Name,Date,Title,Description,Sentiment Score,Sentiment,URL
NTPC,2025-03-04T18:52:03Z,Jio Financial buys out SBI's stake in payments bank JV,"Jio Financial Services will acquire full ownership of Jio Payments Bank after SBI's divestment of its 17.8% stake. With the deal valued at ₹104.54 crore, the transaction awaits the Reserve Bank of India's approval and is expected to conclude within 45 days.",0.8807,Positive,https://economictimes.indiatimes.com/industry/banking/finance/jio-financial-buys-out-sbis-stake-in-payments-bank-jv/articleshow/118720947.cms
NTPC,2025-03-04T13:03:38Z,"Nifty weekly, monthly expiry days to change to Monday from April 4","NSE has changed F&O expiry days for Nifty, Bank Nifty, FinNifty, Nifty Next50 and Nifty Midcap Select to Monday from the current Thursday expiry day. In a circular issued today, NSE made the changes and it will come into effect from April 4, 2025.",0.9468,Positive,https://economictimes.indiatimes.com/markets/stocks/news/nifty-weekly-monthly-expiry-days-to-change-to-monday-from-april-4/articleshow/118711909.cms
NTPC,2025-03-04T12:10:58Z,"Target shares up 4% after it posts strong Q4 profits & sales, but warns on impact of tariffs","Sales and profits slipped for Target during the crucial holiday quarter as customers held back on spending and the company said there will be ""meaningful pressure"" on its profits to start the year because of tariffs and other costs.",0.9676,Positive,https://economictimes.indiatimes.com/markets/stocks/earnings/target-shares-up-4-after-it-posts-strong-q4-profits-sales-but-warns-on-impact-of-tariffs/articleshow/118710707.cms
NTPC,2025-03-04T11:58:09Z,Stock market update: Mining stocks up as market falls,The 30-share BSE Sensex closed  down  96.01 points at 72989.93,0.5994,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/118710385.cms
NTPC,2025-03-04T11:53:02Z,Stock market update: Nifty Realty index advances 0.1%,The Nifty Realty index closed 0.1 per cent  up  at 808.75.,0.8519,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-1/articleshow/118710285.cms
NTPC,2025-03-04T11:47:51Z,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"TCPL Packaging,  Reliance Naval & Engg,  Bohra Industries,  Laxmi Goldorna House and  Norben Tea Exp, hit their fresh 52-week highs during the day.",0.7351,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/118710176.cms
NTPC,2025-03-04T11:47:35Z,Gensol Engineering shares crash 20% after CARE Ratings downgrade,"Gensol Engineering shares hit the lower circuit, plunging 20% to Rs 413.95 after CARE Ratings downgraded its bank facilities due to loan servicing delays. The stock is down 63% from its peak, trading below key moving averages. CARE flagged liquidity concerns,…",0.9451,Positive,https://economictimes.indiatimes.com/markets/stocks/news/gensol-engineering-shares-crash-20-after-care-ratings-downgrade/articleshow/118710151.cms
NTPC,2025-03-04T11:37:35Z,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,"Bajaj Auto,  Hero MotoCorp,  Bajaj Finserv,  HCL Tech and  Eicher Motors were among the top losers on NSE in today's trade.",0.6249,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/118709997.cms
NTPC,2025-03-04T11:32:28Z,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  96.01 points at 72989.93,0.5994,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/118709927.cms
NTPC,2025-03-04T11:27:15Z,Sensex falls! These stocks fell 5% or more in Tuesday's session,"In the Nifty pack, 23 stocks closed in the green, while 27 stocks ended in the red.",0.784,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-these-stocks-fell-5-or-more-in-tuesdays-session/articleshow/118709745.cms
NTPC,2025-03-04T11:22:03Z,Stock market update: Nifty IT index falls 0.9%,The Nifty IT index closed 0.9 per cent  down  at 37276.95.,0.8519,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-it-index-falls-0-9/articleshow/118709667.cms
NTPC,2025-03-04T11:16:57Z,Sensex falls! But these stocks rallied over 15% on BSE in today's trade,"In the Nifty50 index, 23 stocks closed in the green, while 27 stocks ended in the red.",0.7678,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-but-these-stocks-rallied-over-15-on-bse-in-todays-trade/articleshow/118709555.cms
NTPC,2025-03-04T11:11:49Z,Stock market update: Sugar stocks up as market falls,The 30-share BSE Sensex closed  down  96.01 points at 72989.93,0.5994,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-sugar-stocks-up-as-market-falls/articleshow/118709432.cms
NTPC,2025-03-04T11:06:39Z,Share market update: Most active stocks of the day in terms of traded value,The NSE Nifty index closed 36.65 points  down  at 22082.65,0.9216,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/share-market-update-most-active-stocks-of-the-day-in-terms-of-traded-value/articleshow/118709300.cms
NTPC,2025-03-04T11:02:17Z,Prudential is said to seek $12 billion value on India JV listing,"Prudential Plc is exploring a $12 billion valuation for ICICI Prudential Asset Management Co. in a potential IPO of its Indian unit. The company may file an initial draft prospectus for the Mumbai listing as early as May, according to sources familiar with th…",0.8316,Positive,https://economictimes.indiatimes.com/markets/ipos/fpos/prudential-is-said-to-seek-12-billion-value-on-india-jv-listing/articleshow/118709177.cms
NTPC,2025-03-04T11:01:31Z,Stock market update: Nifty Pharma index falls 0.3%,The Nifty Pharma index closed 0.3 per cent  down  at 19820.65.,0.8519,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-pharma-index-falls-0-3/articleshow/118709135.cms
