0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,,,,84,102,188,144,180,239,306,317,388
Cash from Investing Activity +,,,,-47,-30,-74,-15,-72,23,-117,-105,-181
Cash from Financing Activity +,,,,-41,-72,-109,-132,-91,-268,-200,-201,-219
Net Cash Flow,,,,-4,-0,5,-3,17,-6,-11,11,-12
