0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,4,3,1,6,7,9,10,14,13,9,10,17
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,4,3,1,6,7,9,10,14,13,9,10,17
Working Capital Days,7,1,-3,-18,9,6,-5,6,-30,-6,33,25
ROCE %,29%,25%,38%,43%,51%,59%,41%,51%,53%,61%,48%,50%
