Company Name,Date,Title,Description,Sentiment Score,Sentiment,URL
WIPRO,2025-03-04T18:52:03Z,Jio Financial buys out SBI's stake in payments bank JV,"Jio Financial Services will acquire full ownership of Jio Payments Bank after SBI's divestment of its 17.8% stake. With the deal valued at ₹104.54 crore, the transaction awaits the Reserve Bank of India's approval and is expected to conclude within 45 days.",0.8807,Positive,https://economictimes.indiatimes.com/industry/banking/finance/jio-financial-buys-out-sbis-stake-in-payments-bank-jv/articleshow/118720947.cms
WIPRO,2025-03-04T18:15:41Z,20 Essential Skills For Financial Leaders To Thrive In 2025,"In 2025, the most important trait for a financial leader is the ability to embrace change with vision and resilience.",0.8173,Positive,https://www.forbes.com/councils/forbesfinancecouncil/2025/03/04/20-essential-skills-for-financial-leaders-to-thrive-in-2025/
WIPRO,2025-03-04T17:04:53Z,Coforge secures $1.56 billion contract from US-based travel tech firm Sabre,"The deal size implies that the Noida-based IT services provider is expected to get $120 million on an average every year from Sabre, making it the company's biggest deal. This contract also marks a rare instance of a mid-cap IT company getting a mega deal, on…",0.296,Positive,https://www.livemint.com/companies/news/coforge-bags-1-56-billion-deal-with-sabre-arguably-its-biggest-11741102632017.html
WIPRO,2025-03-04T13:25:27Z,The Zomato vs Zepto burn war; M2P Fintech eyes Vue AI,"Deepinder Goyal told ET that even as rivals like Zepto haemorrhage cash, Blinkit is walking away with a minimal burn. This and more in today’s ETtech Top 5.",0.4019,Positive,https://economictimes.indiatimes.com/tech/newsletters/tech-top-5/the-zomato-vs-zepto-burn-war-m2p-fintech-bags-vue-ai/articleshow/118711899.cms
WIPRO,2025-03-04T13:03:38Z,"Nifty weekly, monthly expiry days to change to Monday from April 4","NSE has changed F&O expiry days for Nifty, Bank Nifty, FinNifty, Nifty Next50 and Nifty Midcap Select to Monday from the current Thursday expiry day. In a circular issued today, NSE made the changes and it will come into effect from April 4, 2025.",0.9468,Positive,https://economictimes.indiatimes.com/markets/stocks/news/nifty-weekly-monthly-expiry-days-to-change-to-monday-from-april-4/articleshow/118711909.cms
WIPRO,2025-03-04T12:10:58Z,"Target shares up 4% after it posts strong Q4 profits & sales, but warns on impact of tariffs","Sales and profits slipped for Target during the crucial holiday quarter as customers held back on spending and the company said there will be ""meaningful pressure"" on its profits to start the year because of tariffs and other costs.",0.9676,Positive,https://economictimes.indiatimes.com/markets/stocks/earnings/target-shares-up-4-after-it-posts-strong-q4-profits-sales-but-warns-on-impact-of-tariffs/articleshow/118710707.cms
WIPRO,2025-03-04T11:58:09Z,Stock market update: Mining stocks up as market falls,The 30-share BSE Sensex closed  down  96.01 points at 72989.93,0.5994,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-mining-stocks-up-as-market-falls/articleshow/118710385.cms
WIPRO,2025-03-04T11:53:02Z,Stock market update: Nifty Realty index advances 0.1%,The Nifty Realty index closed 0.1 per cent  up  at 808.75.,0.8519,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-nifty-realty-index-advances-0-1/articleshow/118710285.cms
WIPRO,2025-03-04T11:47:51Z,Stock market update: Stocks that hit 52-week highs on NSE in today's trade,"TCPL Packaging,  Reliance Naval & Engg,  Bohra Industries,  Laxmi Goldorna House and  Norben Tea Exp, hit their fresh 52-week highs during the day.",0.7351,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-highs-on-nse-in-todays-trade/articleshow/118710176.cms
WIPRO,2025-03-04T11:47:35Z,Gensol Engineering shares crash 20% after CARE Ratings downgrade,"Gensol Engineering shares hit the lower circuit, plunging 20% to Rs 413.95 after CARE Ratings downgraded its bank facilities due to loan servicing delays. The stock is down 63% from its peak, trading below key moving averages. CARE flagged liquidity concerns,…",0.9451,Positive,https://economictimes.indiatimes.com/markets/stocks/news/gensol-engineering-shares-crash-20-after-care-ratings-downgrade/articleshow/118710151.cms
WIPRO,2025-03-04T11:37:35Z,Stock market update: Stocks that hit 52-week lows on NSE in today's trade,"Bajaj Auto,  Hero MotoCorp,  Bajaj Finserv,  HCL Tech and  Eicher Motors were among the top losers on NSE in today's trade.",0.6249,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-stocks-that-hit-52-week-lows-on-nse-in-todays-trade/articleshow/118709997.cms
WIPRO,2025-03-04T11:32:28Z,Stock market update: FMCG stocks down as market falls,The 30-share BSE Sensex closed  down  96.01 points at 72989.93,0.5994,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/stock-market-update-fmcg-stocks-down-as-market-falls/articleshow/118709927.cms
WIPRO,2025-03-04T11:27:15Z,Sensex falls! These stocks fell 5% or more in Tuesday's session,"In the Nifty pack, 23 stocks closed in the green, while 27 stocks ended in the red.",0.784,Positive,https://economictimes.indiatimes.com/markets/stocks/stock-watch/sensex-falls-these-stocks-fell-5-or-more-in-tuesdays-session/articleshow/118709745.cms
