0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,47,51,63,55,61,63,66,70,50,48,37,33
Inventory Days,80,62,88,62,61,87,70,120,101,75,70,71
Days Payable,147,87,115,110,111,94,97,176,127,96,93,96
Cash Conversion Cycle,-20,26,35,7,11,56,39,14,24,26,14,8
Working Capital Days,0,18,44,25,24,47,37,23,25,23,18,99
ROCE %,3%,5%,3%,3%,4%,9%,7%,3%,8%,14%,15%,15%
