0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,87,149,9,305,262,199,291,235,452,362,218,551
Cash from Investing Activity +,-65,-88,-70,-215,-135,-114,-285,-139,-245,-239,-132,-215
Cash from Financing Activity +,-26,-60,63,-91,-84,-57,-63,-104,-202,-110,-110,-256
Net Cash Flow,-3,1,2,-2,44,28,-57,-7,5,13,-24,80
