0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,215,331,237,262,-260,372,252,86,832,"1,052",674,292
Cash from Investing Activity +,-114,-259,-209,-451,-258,-558,-587,-430,-364,-404,-337,-476
Cash from Financing Activity +,-112,-111,-109,183,-8,-96,445,42,133,-251,-339,-39
Net Cash Flow,-11,-38,-80,-7,-526,-282,110,-302,601,397,-3,-222
