Timestamp,Open,High,Low,Close,Volume
2025-03-04 09:15:59,1904.35,1906.9,1897.4,1900.1,85954
2025-03-04 09:16:59,1900.75,1903.0,1899.8,1902.15,19620
2025-03-04 09:17:59,1901.65,1901.85,1898.1,1899.4,15160
2025-03-04 09:18:55,1899.4,1899.4,1897.1,1897.9,9432
2025-03-04 09:19:52,1897.9,1900.05,1896.75,1900.05,6690
2025-03-04 09:20:59,1900.35,1905.35,1900.35,1904.5,9467
2025-03-04 09:21:59,1905.0,1905.0,1902.75,1904.3,7289
2025-03-04 09:22:52,1903.2,1903.85,1902.4,1903.85,7209
2025-03-04 09:23:52,1904.2,1905.5,1904.2,1905.4,4571
2025-03-04 09:24:59,1906.0,1909.75,1905.6,1909.75,18759
2025-03-04 09:25:59,1910.25,1911.15,1909.5,1910.0,31333
2025-03-04 09:26:59,1909.75,1909.75,1909.3,1909.3,12942
2025-03-04 09:27:57,1908.65,1909.05,1907.45,1909.0,28393
2025-03-04 09:28:56,1909.0,1909.05,1907.7,1907.7,25095
2025-03-04 09:29:54,1907.55,1907.6,1907.0,1907.0,18578
2025-03-04 09:30:54,1906.25,1907.5,1906.05,1907.5,14097
2025-03-04 09:31:59,1907.0,1907.0,1904.75,1905.5,21092
2025-03-04 09:32:59,1905.5,1906.5,1905.5,1906.05,4756
2025-03-04 09:33:57,1906.05,1907.6,1906.0,1907.0,54421
2025-03-04 09:34:55,1907.75,1908.05,1907.5,1908.05,28494
2025-03-04 09:35:52,1908.55,1908.55,1906.45,1906.95,10354
2025-03-04 09:36:58,1906.4,1906.95,1905.0,1906.95,6237
2025-03-04 09:37:56,1906.95,1910.0,1906.95,1910.0,6101
2025-03-04 09:38:59,1911.7,1912.4,1908.7,1909.2,7007
2025-03-04 09:39:59,1909.45,1911.85,1909.2,1911.85,5631
2025-03-04 09:40:55,1911.5,1911.5,1910.35,1910.35,4067
2025-03-04 09:41:59,1910.5,1911.1,1910.05,1910.05,3099
2025-03-04 09:42:56,1910.7,1911.4,1910.05,1911.4,3637
2025-03-04 09:43:52,1911.4,1911.4,1908.8,1909.7,7998
2025-03-04 09:44:56,1909.7,1910.05,1908.4,1909.35,4461
2025-03-04 09:45:59,1909.3,1909.3,1907.05,1907.3,3070
2025-03-04 09:46:54,1906.3,1908.1,1905.7,1908.1,4143
2025-03-04 09:47:57,1908.15,1908.65,1908.15,1908.25,2678
2025-03-04 09:48:54,1908.3,1909.85,1908.3,1909.55,2644
2025-03-04 09:49:55,1910.0,1910.0,1908.5,1909.0,6504
2025-03-04 09:50:55,1909.05,1909.15,1907.85,1907.85,4289
2025-03-04 09:51:55,1907.85,1908.4,1907.85,1907.85,2543
2025-03-04 09:52:54,1907.8,1907.8,1906.7,1907.05,2637
2025-03-04 09:53:54,1906.7,1907.35,1906.15,1906.9,2468
2025-03-04 09:54:55,1906.85,1909.55,1906.85,1909.55,3019
2025-03-04 09:55:54,1909.4,1909.85,1908.95,1909.65,3281
2025-03-04 09:56:53,1909.25,1910.0,1908.75,1908.75,11998
2025-03-04 09:57:59,1909.3,1909.3,1907.75,1908.35,3506
2025-03-04 09:58:58,1908.55,1908.95,1908.55,1908.85,2340
2025-03-04 09:59:59,1909.3,1910.75,1908.95,1910.75,1409
2025-03-04 10:00:58,1910.7,1910.7,1909.4,1909.65,8625
2025-03-04 10:01:59,1909.65,1911.05,1909.15,1909.15,6042
2025-03-04 10:02:58,1909.2,1911.65,1909.2,1911.55,6007
2025-03-04 10:03:55,1911.35,1911.35,1910.45,1910.95,3519
2025-03-04 10:04:59,1910.9,1910.9,1909.05,1909.65,5459
2025-03-04 10:05:55,1909.65,1909.65,1908.1,1908.1,4201
2025-03-04 10:06:54,1908.1,1908.1,1907.0,1907.8,3546
2025-03-04 10:07:53,1907.85,1907.95,1907.85,1907.95,1250
2025-03-04 10:08:58,1907.95,1907.95,1905.4,1905.65,8272
2025-03-04 10:09:59,1905.55,1906.75,1904.75,1904.75,6456
2025-03-04 10:10:59,1904.65,1904.65,1902.8,1903.6,9282
2025-03-04 10:11:56,1903.7,1903.85,1902.55,1902.55,4281
2025-03-04 10:12:54,1902.6,1903.45,1902.6,1902.9,5039
2025-03-04 10:13:58,1902.8,1904.0,1902.8,1903.85,3772
2025-03-04 10:14:54,1904.0,1904.9,1904.0,1904.9,4414
2025-03-04 10:15:57,1904.9,1905.75,1904.55,1904.55,9364
2025-03-04 10:16:58,1904.6,1905.75,1904.45,1905.05,5125
2025-03-04 10:17:54,1905.15,1905.35,1905.0,1905.35,5623
2025-03-04 10:18:55,1906.05,1906.1,1905.95,1906.1,2563
2025-03-04 10:19:57,1905.0,1905.5,1903.95,1904.9,7999
2025-03-04 10:20:58,1904.9,1906.2,1904.7,1906.2,4252
2025-03-04 10:21:54,1905.8,1905.8,1904.9,1905.05,7586
2025-03-04 10:22:54,1904.95,1905.95,1904.95,1905.95,6317
2025-03-04 10:23:55,1905.35,1905.8,1904.95,1905.2,6113
2025-03-04 10:24:55,1905.0,1905.8,1905.0,1905.8,6145
2025-03-04 10:25:55,1905.8,1905.8,1905.2,1905.2,3574
2025-03-04 10:26:58,1905.3,1905.3,1903.75,1904.0,6757
2025-03-04 10:27:59,1903.95,1905.15,1903.95,1904.6,5842
2025-03-04 10:28:54,1903.95,1905.5,1903.0,1905.5,5840
2025-03-04 10:29:55,1905.1,1906.2,1905.1,1905.65,3479
2025-03-04 10:30:57,1907.35,1907.35,1906.85,1907.0,6982
2025-03-04 10:31:54,1907.0,1907.1,1906.0,1906.0,7515
2025-03-04 10:32:56,1906.0,1907.25,1906.0,1907.25,9920
2025-03-04 10:33:57,1907.35,1907.95,1907.3,1907.95,2369
2025-03-04 10:34:56,1908.3,1909.0,1907.5,1907.6,5152
2025-03-04 10:35:54,1907.6,1907.6,1906.4,1906.75,3760
2025-03-04 10:36:55,1906.8,1906.8,1906.55,1906.55,2270
2025-03-04 10:37:55,1906.6,1906.6,1906.15,1906.15,2629
2025-03-04 10:38:56,1906.1,1906.1,1906.0,1906.1,6185
2025-03-04 10:39:56,1906.05,1907.3,1906.05,1907.25,8454
2025-03-04 10:40:56,1906.85,1906.85,1906.05,1906.55,10041
2025-03-04 10:41:56,1906.35,1906.35,1906.0,1906.05,4318
2025-03-04 10:42:56,1906.05,1906.45,1906.0,1906.45,16909
2025-03-04 10:43:56,1906.4,1906.45,1906.1,1906.3,6255
2025-03-04 10:44:55,1906.05,1906.25,1906.0,1906.15,3757
2025-03-04 10:45:54,1906.2,1906.85,1906.0,1906.85,7023
2025-03-04 10:46:57,1906.85,1906.85,1906.75,1906.8,4100
2025-03-04 10:47:54,1906.75,1907.35,1906.55,1906.55,9595
2025-03-04 10:48:58,1906.45,1906.65,1905.75,1905.75,7348
2025-03-04 10:49:56,1906.1,1906.95,1906.1,1906.85,6400
2025-03-04 10:50:56,1906.8,1906.85,1906.8,1906.85,3469
2025-03-04 10:51:59,1906.85,1906.95,1906.75,1906.95,5893
2025-03-04 10:52:59,1907.7,1908.9,1907.7,1908.15,5167
2025-03-04 10:53:57,1908.2,1908.2,1907.1,1907.35,4202
2025-03-04 10:54:54,1907.25,1907.4,1907.25,1907.4,4897
2025-03-04 10:55:58,1907.4,1907.4,1907.35,1907.4,3215
2025-03-04 10:56:55,1907.4,1907.4,1907.35,1907.4,4398
2025-03-04 10:57:58,1907.35,1907.7,1907.3,1907.7,6589
2025-03-04 10:58:55,1908.95,1911.45,1908.8,1911.45,10145
2025-03-04 10:59:59,1911.45,1911.85,1911.0,1911.6,14587
2025-03-04 11:00:59,1911.6,1911.6,1910.1,1910.8,5165
2025-03-04 11:01:59,1910.8,1912.5,1910.6,1912.0,12761
2025-03-04 11:02:59,1912.0,1912.7,1911.9,1912.7,5330
2025-03-04 11:03:59,1911.85,1912.0,1910.8,1911.6,16147
2025-03-04 11:04:59,1910.8,1913.15,1910.6,1912.4,8978
2025-03-04 11:05:59,1912.5,1912.5,1910.65,1911.35,4009
2025-03-04 11:06:57,1911.35,1911.35,1911.15,1911.35,2304
2025-03-04 11:07:59,1911.3,1911.3,1910.0,1910.1,6255
2025-03-04 11:08:55,1910.1,1910.1,1910.05,1910.05,3034
