Timestamp,Open,High,Low,Close,Volume
2025-03-04 09:17:56,3060.6,3061.95,3031.05,3036.0,30886
2025-03-04 09:20:53,3035.25,3045.0,3034.45,3043.3,14281
2025-03-04 09:23:53,3042.7,3045.0,3039.1,3043.8,8484
2025-03-04 09:26:52,3046.0,3048.5,3045.0,3045.05,7908
2025-03-04 09:29:55,3045.55,3050.45,3042.15,3042.35,5182
2025-03-04 09:32:52,3041.15,3044.0,3032.5,3037.45,7808
2025-03-04 09:35:59,3036.95,3041.8,3032.45,3033.0,10269
2025-03-04 09:38:59,3033.75,3035.15,3026.1,3026.8,12697
2025-03-04 09:41:59,3026.15,3027.6,3022.3,3024.0,14021
2025-03-04 09:44:59,3024.55,3028.65,3020.0,3020.0,12955
2025-03-04 09:47:59,3020.0,3040.55,3017.0,3039.8,22062
2025-03-04 09:50:59,3040.45,3040.55,3029.05,3035.8,8422
2025-03-04 09:53:59,3035.8,3037.45,3034.0,3035.85,6954
2025-03-04 09:56:59,3036.0,3042.7,3035.45,3035.75,11522
2025-03-04 09:59:59,3035.75,3038.95,3034.75,3038.95,3968
2025-03-04 10:02:59,3038.95,3041.1,3037.2,3038.1,4686
2025-03-04 10:05:59,3038.05,3042.0,3038.0,3039.25,7459
2025-03-04 10:08:59,3040.95,3040.95,3035.0,3035.0,5099
2025-03-04 10:11:57,3035.45,3036.6,3034.0,3035.0,3868
2025-03-04 10:14:59,3034.95,3035.7,3032.05,3034.3,6228
2025-03-04 10:17:58,3033.55,3034.35,3031.4,3033.0,4668
2025-03-04 10:20:59,3032.95,3038.25,3032.6,3036.35,8677
2025-03-04 10:23:59,3036.35,3037.25,3034.05,3036.2,3326
2025-03-04 10:26:59,3037.25,3041.1,3034.5,3035.75,9828
2025-03-04 10:29:59,3035.75,3038.55,3032.2,3033.95,5626
2025-03-04 10:32:59,3033.95,3036.65,3030.0,3031.2,3353
2025-03-04 10:35:54,3031.2,3037.0,3031.2,3034.85,3499
2025-03-04 10:38:59,3034.45,3036.0,3030.0,3030.0,5567
2025-03-04 10:41:59,3030.05,3031.2,3025.0,3025.0,11030
2025-03-04 10:44:58,3026.25,3026.9,3023.2,3023.75,7346
2025-03-04 10:47:55,3024.3,3029.2,3023.3,3028.35,3911
2025-03-04 10:50:58,3029.15,3030.55,3027.9,3029.95,7256
2025-03-04 10:53:59,3030.0,3034.5,3027.6,3034.05,9218
2025-03-04 10:56:59,3034.35,3034.35,3030.15,3032.0,6310
2025-03-04 10:59:58,3032.1,3034.45,3031.15,3031.25,6456
2025-03-04 11:02:54,3031.25,3031.25,3029.0,3030.45,5520
2025-03-04 11:05:59,3029.25,3034.4,3029.0,3031.55,11614
2025-03-04 11:08:59,3031.55,3033.95,3030.9,3033.1,5775
2025-03-04 11:11:57,3032.4,3033.05,3026.7,3030.0,8355
2025-03-04 11:14:55,3030.8,3033.4,3030.75,3032.3,6205
2025-03-04 11:17:55,3032.0,3033.95,3029.55,3029.55,5330
2025-03-04 11:20:59,3029.6,3030.0,3029.0,3030.0,2283
2025-03-04 11:23:59,3030.0,3032.0,3029.7,3030.0,3710
2025-03-04 11:26:59,3030.0,3030.95,3028.25,3029.25,2618
2025-03-04 11:29:51,3029.2,3029.25,3028.05,3028.05,1430
2025-03-04 11:32:58,3028.2,3028.2,3026.3,3027.0,6833
2025-03-04 11:35:56,3026.95,3027.25,3025.05,3025.75,7129
2025-03-04 11:38:55,3025.75,3026.0,3025.25,3025.95,2320
2025-03-04 11:41:56,3025.95,3026.0,3025.0,3025.0,3689
2025-03-04 11:44:55,3024.95,3025.95,3024.95,3025.9,2958
2025-03-04 11:47:59,3025.65,3029.4,3025.25,3025.85,4065
2025-03-04 11:50:59,3025.85,3029.45,3025.85,3029.45,3007
2025-03-04 11:53:59,3029.15,3032.95,3028.8,3031.5,5162
2025-03-04 11:56:59,3031.55,3035.85,3031.5,3032.15,13774
2025-03-04 11:59:57,3032.5,3037.3,3031.35,3031.6,13316
2025-03-04 12:02:59,3031.6,3031.65,3028.15,3028.3,8481
2025-03-04 12:05:59,3028.35,3031.2,3027.65,3029.6,4344
2025-03-04 12:08:54,3029.2,3030.0,3027.95,3027.95,5915
2025-03-04 12:11:57,3027.35,3028.85,3026.0,3028.35,2415
