Timestamp,Open,High,Low,Close,Volume
2025-03-04 09:44:59,614.9,624.7,613.0,623.45,1795645
2025-03-04 10:14:59,623.35,626.15,621.5,624.7,1462049
2025-03-04 10:44:58,624.5,629.15,624.5,626.1,1086069
2025-03-04 11:14:59,626.05,628.5,625.5,625.7,622631
2025-03-04 11:44:58,625.75,626.55,624.25,624.35,556509
2025-03-04 12:14:58,624.4,625.5,621.25,621.6,1057991
2025-03-04 12:44:59,621.6,622.5,619.0,619.0,540878
2025-03-04 13:14:59,619.05,619.3,615.3,616.8,813404
2025-03-04 13:44:59,616.5,617.45,616.0,616.9,604200
2025-03-04 14:14:59,617.05,620.7,616.45,619.35,698231
2025-03-04 14:44:59,619.4,620.8,619.05,619.75,531902
2025-03-04 15:14:59,619.7,620.6,618.95,619.1,1064210
2025-03-05 09:07:31,619.0,619.0,619.0,619.0,54182
2025-03-05 09:44:59,620.15,632.95,618.6,631.5,2410076
2025-03-05 10:14:59,631.35,632.75,629.3,632.45,1073570
2025-03-05 10:44:58,632.25,634.5,630.3,634.1,1013810
2025-03-05 11:14:59,634.1,636.6,632.6,636.2,896512
2025-03-05 11:44:59,636.2,636.3,634.35,636.1,526255
2025-03-05 12:14:58,636.1,638.95,635.65,638.15,670376
2025-03-05 12:44:59,638.2,639.0,635.35,635.5,574949
2025-03-05 13:14:59,635.4,636.85,633.7,634.1,694369
2025-03-05 13:44:59,634.0,637.5,634.0,635.35,987209
2025-03-05 14:14:56,635.6,636.7,634.5,636.0,431196
2025-03-05 14:44:59,636.0,637.2,634.35,636.4,592709
2025-03-05 15:14:59,636.2,641.5,635.65,640.6,1455775
