Timestamp,Open,High,Low,Close,Volume
2025-03-04 09:19:59,250.75,251.75,249.45,249.8,987942
2025-03-04 09:24:58,250.25,253.35,250.1,253.25,921532
2025-03-04 09:29:53,253.35,253.45,252.15,252.7,272863
2025-03-04 09:34:54,252.55,253.15,252.3,252.85,182896
2025-03-04 09:39:57,252.8,253.35,252.4,253.35,201196
2025-03-04 09:44:55,253.25,254.05,253.25,253.8,205169
2025-03-04 09:49:54,253.7,254.55,253.5,254.5,180602
2025-03-04 09:54:54,254.55,255.25,254.4,255.25,214031
2025-03-04 09:59:57,255.3,255.85,255.3,255.75,161919
2025-03-04 10:04:55,255.85,256.35,255.65,255.9,210946
2025-03-04 10:09:54,256.0,256.0,254.7,254.7,125499
2025-03-04 10:14:54,254.7,255.2,254.6,255.15,139231
2025-03-04 10:19:56,255.2,256.5,255.15,256.45,240201
2025-03-04 10:24:54,256.5,256.95,256.5,256.8,188957
2025-03-04 10:29:54,256.8,257.0,256.5,256.85,142301
2025-03-04 10:34:55,256.75,257.15,256.5,256.65,203595
2025-03-04 10:39:55,256.55,256.65,255.7,255.7,104893
2025-03-04 10:44:54,255.7,255.75,254.4,254.4,150041
2025-03-04 10:49:55,254.4,255.0,254.4,254.8,116994
2025-03-04 10:54:59,254.75,254.8,254.3,254.55,91368
2025-03-04 10:59:56,254.4,254.65,254.3,254.4,70136
2025-03-04 11:04:55,254.4,255.0,254.4,255.0,147510
2025-03-04 11:09:55,255.0,255.0,254.5,254.75,105601
2025-03-04 11:14:59,254.75,255.0,254.35,254.45,77636
2025-03-04 11:19:56,254.45,254.65,254.35,254.6,90636
2025-03-04 11:24:58,254.55,254.65,254.4,254.45,42743
2025-03-04 11:29:56,254.45,255.0,254.45,254.75,85190
2025-03-04 11:34:55,254.75,254.75,254.4,254.65,97640
2025-03-04 11:39:59,254.7,254.75,254.6,254.6,28302
2025-03-04 11:44:59,254.55,254.55,254.3,254.4,106417
2025-03-04 11:49:59,254.15,254.4,254.1,254.4,91688
2025-03-04 11:54:56,254.4,254.45,254.25,254.35,56073
2025-03-04 11:59:56,254.4,254.45,254.1,254.15,59573
2025-03-04 12:04:55,254.2,254.35,254.05,254.2,107405
2025-03-04 12:09:58,254.15,254.35,253.8,254.1,152150
2025-03-04 12:14:59,254.1,254.3,253.75,254.0,103716
2025-03-04 12:19:56,254.1,254.1,253.75,254.0,123129
2025-03-04 12:24:57,254.0,254.15,253.75,253.85,73746
2025-03-04 12:29:59,253.9,254.0,253.85,253.9,56105
2025-03-04 12:34:56,254.0,254.1,253.85,253.9,53803
2025-03-04 12:39:57,253.9,254.05,253.8,253.8,58556
2025-03-04 12:44:55,253.7,253.85,253.55,253.7,76924
2025-03-04 12:49:59,253.55,254.25,253.55,254.1,89514
2025-03-04 12:54:59,254.1,254.15,253.9,254.1,52643
2025-03-04 12:59:58,254.1,254.1,253.85,253.95,46750
2025-03-04 13:04:58,253.95,254.05,253.9,253.9,69665
2025-03-04 13:09:58,253.9,254.1,253.85,254.1,67301
2025-03-04 13:14:59,254.1,254.2,253.95,254.2,72336
2025-03-04 13:19:59,254.2,254.3,254.1,254.25,57234
2025-03-04 13:24:59,254.15,254.55,254.15,254.35,65828
2025-03-04 13:29:56,254.35,254.4,254.1,254.2,70562
2025-03-04 13:34:57,254.25,254.35,253.9,253.95,99507
2025-03-04 13:39:57,254.0,254.05,253.9,254.05,84647
2025-03-04 13:44:58,253.95,254.05,253.95,254.0,98662
2025-03-04 13:49:58,254.05,254.05,254.0,254.05,82729
2025-03-04 13:54:58,254.05,254.05,254.0,254.0,91728
2025-03-04 13:59:56,253.95,254.6,253.95,254.55,143737
2025-03-04 14:04:59,254.5,254.7,254.45,254.55,104736
2025-03-04 14:09:58,254.55,254.55,254.5,254.55,119720
2025-03-04 14:14:56,254.55,255.05,254.45,254.65,130793
2025-03-04 14:19:55,254.55,254.65,254.45,254.6,124771
2025-03-04 14:24:58,254.55,254.8,254.45,254.5,111722
2025-03-04 14:29:56,254.5,254.5,253.95,254.0,128276
2025-03-04 14:34:56,254.05,254.05,253.9,254.0,100430
2025-03-04 14:39:54,254.0,254.1,253.95,254.05,90614
2025-03-04 14:44:56,254.0,254.15,253.95,254.0,125385
2025-03-04 14:49:56,253.95,254.05,253.8,254.0,137259
2025-03-04 14:54:56,254.0,254.3,253.95,254.3,120667
2025-03-04 14:59:59,254.2,254.75,254.2,254.75,159661
2025-03-04 15:04:58,254.55,254.55,253.95,254.2,330984
2025-03-04 15:09:53,254.1,254.25,253.95,254.2,347934
2025-03-04 15:14:59,254.15,254.15,254.0,254.0,294660
2025-03-04 15:19:57,254.05,254.15,253.95,254.0,450934
2025-03-04 15:24:54,254.05,254.05,253.95,254.0,453315
2025-03-04 15:29:58,254.0,254.25,253.4,254.1,415897
