0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"32,995","42,160","35,285","43,447","51,450","62,000","29,191","77,533",-512,"67,491","55,340","73,998"
Cash from Investing Activity +,"-14,797","-64,013","-55,998","-41,223","-54,949","-59,109","-53,949","-143,583","74,257","-45,315","-8,678","-38,292"
Cash from Financing Activity +,"-8,249","5,530",-940,"-6,903","-1,639","-1,914","25,795","70,767","-76,657","-6,035","-7,369","-27,465"
Net Cash Flow,"9,949","-16,323","-21,653","-4,679","-5,138",977,"1,037","4,717","-2,912","16,141","39,293","8,241"
