0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,17,16,16,35,27,27,21,28,33,24,19,17
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,17,16,16,35,27,27,21,28,33,24,19,17
Working Capital Days,-216,-280,-321,-130,-103,-125,-125,-137,-149,-94,-95,-67
ROCE %,13%,11%,12%,21%,21%,22%,21%,17%,33%,44%,38%,44%
