0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,104,104,104,104,104,104,104,104,104,104,104,104,209
Reserves,206,223,230,322,358,398,438,465,578,746,861,"1,055",997
Borrowings +,0,0,0,0,0,0,0,0,0,0,0,0,0
Other Liabilities +,73,87,106,54,55,71,70,84,151,176,182,243,440
Total Liabilities,384,414,440,481,517,573,613,654,833,"1,027","1,148","1,403","1,645"
Fixed Assets +,8,8,6,4,5,75,72,72,71,103,109,324,349
CWIP,0,0,0,0,0,0,0,0,23,4,174,4,0
Investments,323,347,361,408,462,432,482,524,576,717,740,905,"1,009"
Other Assets +,52,59,74,69,50,67,58,57,164,203,125,170,287
Total Assets,384,414,440,481,517,573,613,654,833,"1,027","1,148","1,403","1,645"
