0,1,2,3,4,5,6,7,8,9,10,11,12,13
Sales +,"2,467","2,495","2,204","1,823","1,690","1,908","1,730","1,868","1,808","2,259","2,063","2,302","2,297"
Expenses +,"1,367","1,399","1,367","1,214","1,280","1,419","1,239","1,394","1,317","1,542","1,442","1,573","1,550"
Operating Profit,"1,100","1,096",837,609,409,489,491,474,491,717,621,729,747
OPM %,45%,44%,38%,33%,24%,26%,28%,25%,27%,32%,30%,32%,33%
Other Income +,17,51,90,79,116,66,80,85,94,79,79,105,82
Interest,0,0,0,0,0,0,0,1,0,2,0,1,0
Depreciation,80,81,83,85,87,87,93,94,95,94,97,98,99
Profit before tax,"1,037","1,066",844,603,439,468,478,464,490,700,603,735,730
Tax %,12%,17%,18%,19%,29%,32%,28%,26%,27%,24%,29%,30%,19%
Net Profit +,907,883,691,487,311,319,345,342,358,531,430,518,594
EPS in Rs,34.17,33.26,26.03,18.34,11.71,12.02,13.00,12.88,13.49,20.00,16.20,19.51,22.38
Raw PDF,,,,,,,,,,,,,
