0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,483,558,822,"1,036","1,149",765,964,"1,208","1,947","1,910","2,447","1,266"
Cash from Investing Activity +,-254,-305,-521,-411,"-1,137",-476,-684,-81,75,"-2,195","-2,707",-268
Cash from Financing Activity +,-231,-248,-303,-630,3,-314,-246,"-1,091",-34,-532,-796,-798
Net Cash Flow,-2,5,-1,-5,15,-25,34,36,"1,988",-817,"-1,056",200
