0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,333,303,389,626,632,539,907,"1,096",916,"1,201","1,224","1,191"
Cash from Investing Activity +,-631,-310,-681,-910,-804,-378,-776,-264,-781,-504,-588,-835
Cash from Financing Activity +,367,-40,332,290,130,-106,-160,-771,-176,-577,-779,-297
Net Cash Flow,69,-47,40,7,-42,54,-28,62,-41,120,-143,59
