0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,642,"1,294","2,108","2,876","3,332","3,273","3,634","2,380","6,852","3,213","4,102","5,005"
Cash from Investing Activity +,-595,352,"-1,637","-1,082","-2,590","-2,146","-1,529","3,306","-5,602","1,576",734,43
Cash from Financing Activity +,89,-917,-770,-792,"-1,479","-1,210","-2,036","-4,842","-2,066","-4,607","-4,992","-4,727"
Net Cash Flow,136,729,-299,"1,002",-736,-82,69,844,-816,181,-156,321
