0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,43,44,36,50,41,50,47,52,52,48,47,48
Inventory Days,84,92,72,87,81,71,79,77,82,86,73,64
Days Payable,71,80,68,96,92,117,86,110,140,112,105,86
Cash Conversion Cycle,56,56,40,41,31,4,40,19,-6,22,15,25
Working Capital Days,52,46,37,57,45,31,52,30,4,28,26,32
ROCE %,23%,19%,26%,22%,26%,23%,25%,18%,14%,15%,17%,21%
