0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,,,67,137,113,122,-37,244,195,134,177,726
Cash from Investing Activity +,,,-74,-65,-78,-139,-131,-319,-458,-562,-297,-821
Cash from Financing Activity +,,,3,-71,-25,108,98,87,376,520,164,-140
Net Cash Flow,,,-5,0,10,91,-69,11,113,93,45,-235
