0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,55,54,52,51,52,54,48,50,65,59,58,60
Inventory Days,112,123,93,89,122,120,131,124,137,135,135,138
Days Payable,82,84,56,84,97,102,79,70,102,79,77,87
Cash Conversion Cycle,85,93,90,56,77,72,100,105,100,116,116,110
Working Capital Days,48,54,50,47,80,63,78,84,93,103,90,86
ROCE %,24%,21%,25%,25%,26%,25%,21%,19%,18%,12%,14%,17%
