0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,224,189,302,390,345,377,110,621,655,59,386,895
Cash from Investing Activity +,-142,-112,-239,145,-567,-154,86,-344,-465,251,-274,-636
Cash from Financing Activity +,-81,-82,-85,-91,-212,-206,-178,-192,-276,-324,-89,-187
Net Cash Flow,1,-5,-21,444,-433,17,19,85,-86,-14,24,72
