0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"-1,350","1,141","1,078","2,292",609,"2,757",-145,-621,452,"1,026","5,749","2,694"
Cash from Investing Activity +,-393,-279,-477,"-1,142","-1,169",-969,"-1,273",-963,-548,-676,-403,-589
Cash from Financing Activity +,"1,746",-856,-608,"-1,152",561,"-1,788","1,418","1,584",97,-343,"-5,354","-2,106"
Net Cash Flow,2,5,-6,-1,0,-0,0,-0,1,7,-7,-1
