0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,396,548,740,664,608,549,879,893,630,916,853,"1,044"
Cash from Investing Activity +,30,-14,2,-33,151,66,-448,-201,-83,62,-251,-265
Cash from Financing Activity +,-407,-697,-478,-568,-656,-567,-628,-564,-558,-608,-664,-819
Net Cash Flow,20,-163,264,63,104,48,-196,128,-10,370,-61,-40
