Open,High,Low,Close,Volume
2229.0,2230.0,2228.2,2228.95,690
2229.0,2230.0,2227.8,2228.95,1285
2228.85,2228.9,2224.35,2225.95,3998
2225.15,2225.95,2222.75,2223.95,2792
2223.95,2224.95,2223.1,2223.85,1601
2224.4,2225.9,2223.85,2224.95,3255
2225.0,2225.85,2225.0,2225.1,1139
2225.8,2229.4,2225.8,2228.85,5005
2228.7,2228.7,2227.15,2227.7,473
2228.0,2228.0,2227.2,2227.2,375
2227.4,2230.0,2227.15,2229.25,933
2230.0,2230.0,2227.45,2227.65,958
2227.7,2227.7,2225.75,2225.75,1756
2226.75,2227.0,2225.0,2225.55,706
2225.55,2226.0,2224.6,2225.95,861
2225.95,2228.85,2225.45,2227.05,1150
2228.85,2228.85,2227.0,2227.0,506
2227.95,2228.5,2227.0,2228.5,420
2228.5,2229.6,2228.5,2228.95,417
