0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-931,-570,-747,"-1,938","-2,405","2,505",848,660,"5,056","6,849","5,494","2,608"
Cash from Investing Activity +,-676,611,-23,-33,552,"-1,890","-2,305","-1,267",-990,"-4,753","-4,320","-4,855"
Cash from Financing Activity +,"1,844",-266,782,"1,964","2,448",521,"1,436","2,237","-2,655",-948,"2,323",-802
Net Cash Flow,237,-225,12,-7,596,"1,136",-21,"1,629","1,412","1,147","3,497","-3,049"
