0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,89,93,75,78,82,90,101,93,132,71,79,63
Inventory Days,65,66,78,154,93,100,68,80,94,64,54,72
Days Payable,66,101,90,202,135,107,97,108,148,88,57,73
Cash Conversion Cycle,88,58,63,31,41,84,73,65,78,48,76,62
Working Capital Days,41,14,44,26,38,58,66,54,101,96,104,72
ROCE %,15%,17%,15%,12%,15%,14%,21%,12%,10%,15%,13%,9%
