0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"6,942","9,148","7,955","9,578","10,478","12,475","13,989","15,572","19,902","22,096","19,169","20,787"
Cash from Investing Activity +,"-2,779","-2,272",628,"-1,216","-13,533","5,678",-637,-170,"-6,286","-3,163",952,"-3,305"
Cash from Financing Activity +,"-3,319","-3,177","-4,961","-6,908","-6,968","-20,536","-14,571","-17,391","-9,566","-24,275","-25,857","-15,825"
Net Cash Flow,844,"3,699","3,622","1,454","-10,023","-2,383","-1,219","-1,989","4,050","-5,342","-5,736","1,657"
