0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,63,60,67,66,67,72,67,71,70,67,61,71
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,63,60,67,66,67,72,67,71,70,67,61,71
Working Capital Days,39,18,4,36,44,57,46,53,49,36,42,71
ROCE %,37%,36%,36%,32%,29%,30%,31%,32%,35%,39%,44%,46%
