0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,287,286,574,"1,148","1,148","1,092","2,178","2,129","2,130","2,103","2,074","2,075","2,076"
Reserves,"35,772","41,806","47,494","59,934","66,869","62,410","60,533","60,105","69,401","67,203","65,671","79,101","80,673"
Borrowings +,0,0,0,0,0,0,0,"3,165","3,854","3,786","4,266","3,766","3,836"
Other Liabilities +,"6,913","10,620","13,745","11,650","11,868","11,870","15,678","15,086","18,043","25,454","28,547","30,008","31,519"
Total Liabilities,"42,972","52,712","61,813","72,732","79,885","75,372","78,389","80,485","93,428","98,546","100,558","114,950","118,104"
Fixed Assets +,"4,453","5,732","7,347","8,248","8,605","9,157","10,497","13,974","14,599","14,938","15,431","14,327","13,619"
CWIP,"1,135",954,769,934,"1,247","1,442","1,212",945,906,411,275,277,467
Investments,"4,344","6,717","6,857","11,078","24,977","17,899","18,139","17,922","24,155","28,336","28,162","34,659","32,455"
Other Assets +,"33,040","39,309","46,840","52,472","45,056","46,874","48,541","47,644","53,768","54,861","56,690","65,687","71,563"
Total Assets,"42,972","52,712","61,813","72,732","79,885","75,372","78,389","80,485","93,428","98,546","100,558","114,950","118,104"
