0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,101,8,48,230,428,442,416,292,517,566,377,656
Cash from Investing Activity +,-81,-90,-68,-121,-201,-440,-499,-194,-83,-78,-294,-979
Cash from Financing Activity +,24,48,23,-101,-249,-0,86,-105,-391,-460,-55,344
Net Cash Flow,44,-34,3,7,-22,1,3,-7,44,28,28,21
