0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,1,-45,-144,-761,22,-15,-61,100,32,76,198,218
Cash from Investing Activity +,312,-521,294,394,-72,245,"-4,688",810,28,238,205,44
Cash from Financing Activity +,-219,484,-170,370,45,-292,"4,792",-972,6,-320,-395,-245
Net Cash Flow,95,-82,-20,3,-5,-62,43,-62,66,-6,8,18
