0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,62,62,62,95,103,107,90,83,71,89,87,103
Inventory Days,169,229,283,248,271,283,388,250,312,205,421,253
Days Payable,57,74,58,60,136,161,190,82,97,80,128,59
Cash Conversion Cycle,174,217,288,283,239,229,289,251,286,214,381,296
Working Capital Days,70,100,141,155,154,185,191,161,169,168,241,224
ROCE %,36%,39%,22%,28%,30%,22%,27%,30%,28%,25%,15%,17%
