0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,752","2,218","2,470","2,401","1,438","1,359","1,043","1,030",814,845,768,"1,933"
Cash from Investing Activity +,"-4,300","-2,960","-2,660","8,303",-15,-193,-168,-131,278,-113,109,-997
Cash from Financing Activity +,"2,600",965,-63,"-10,855","-1,462","-1,177",-901,-822,"-1,135",-711,-880,-964
Net Cash Flow,52,222,-253,-151,-39,-11,-26,76,-43,22,-3,-28
