0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,79,86,52,56,42,34,40,25,28,23,30,25
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,79,86,52,56,42,34,40,25,28,23,30,25
Working Capital Days,-62,-89,-81,-57,-17,-361,-188,-150,19,16,51,197
ROCE %,23%,17%,17%,15%,16%,16%,18%,18%,16%,15%,14%,17%
