0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,87,296,296,296,297,372,372,372,372,372,372,372,391
Reserves,"12,937","33,382","33,761","78,866","79,396","78,941","77,508","69,523","76,418","77,277","69,476","65,164","74,950"
Borrowings +,"4,831","38,943","37,644","33,468","43,233","40,713","42,204","38,937","32,299","36,778","52,651","55,253","41,018"
Other Liabilities +,580,"10,868","6,833","69,994","43,258","27,143","30,783","30,618","28,642","34,314","37,341","29,724","43,196"
Total Liabilities,"18,435","83,490","78,534","182,624","166,184","147,169","150,867","139,450","137,731","148,741","159,840","150,513","159,555"
Fixed Assets +,"1,555","22,584","22,126","33,853","36,197","37,176","41,006","37,118","38,249","39,516","41,483","44,818","46,752"
CWIP,363,"17,327","17,422","21,158","17,243","18,369","15,731","12,086","10,701","10,714","12,588","11,133","10,842"
Investments,"14,694","22,767","26,465","101,047","86,085","68,010","68,582","62,905","62,903","61,466","64,845","60,158","61,096"
Other Assets +,"1,824","20,811","12,522","26,567","26,659","23,614","25,548","27,341","25,878","37,045","40,924","34,404","40,865"
Total Assets,"18,435","83,490","78,534","182,624","166,184","147,169","150,867","139,450","137,731","148,741","159,840","150,513","159,555"
