0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"1,890","2,963","2,250","3,849","4,028","3,981",979,"5,410","4,173","2,020","2,579","4,907"
Cash from Investing Activity +,-733,"-1,617",12,"-2,206","-1,944","-1,915","1,321","-2,883","-2,210",-152,-469,"-1,802"
Cash from Financing Activity +,"-1,056","-1,415","-2,231","-1,687","-2,096","-2,047","-2,294","-2,420","-1,941","-1,939","-2,041","-2,733"
Net Cash Flow,101,-69,32,-44,-12,19,6,107,21,-71,70,372
