0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,"9,157","12,942","16,320","17,986","23,132","21,587","23,998","26,603","33,822","36,127","37,029","39,142"
Cash from Investing Activity +,"-3,496","-7,143",586,"-4,478","-15,834","5,728","5,876","12,967","-4,539","3,755","3,460","10,833"
Cash from Financing Activity +,"-5,656","-5,684","-16,914","-9,586","-10,891","-26,827","-27,825","-39,045","-32,023","-32,797","-47,224","-47,793"
Net Cash Flow,5,115,-9,"3,922","-3,593",488,"2,049",525,"-2,740","7,085","-6,735","2,182"
