0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,10,10,10,11,11,11,10,9,9,27,27,27,27
Reserves,"2,045","2,075","2,193","2,297","2,419","2,764","2,616","2,156","2,178","2,260","2,242","2,817","3,065"
Borrowings +,0,0,0,1,1,0,0,0,0,0,0,0,0
Other Liabilities +,672,507,673,611,747,607,568,657,806,857,836,"1,390","1,718"
Total Liabilities,"2,727","2,592","2,876","2,919","3,178","3,381","3,194","2,822","2,993","3,144","3,105","4,234","4,811"
Fixed Assets +,95,90,150,144,128,133,133,118,118,98,164,195,230
CWIP,19,34,4,2,5,7,19,23,4,4,2,14,9
Investments,"1,306","1,643","1,868","1,875","2,118","2,640","2,566","2,160","1,978","1,960","1,573","2,423","2,637"
Other Assets +,"1,307",825,854,898,926,601,476,520,894,"1,081","1,366","1,603","1,934"
Total Assets,"2,727","2,592","2,876","2,919","3,178","3,381","3,194","2,822","2,993","3,144","3,105","4,234","4,811"
