0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,-126,-71,9,-80,158,-112,9,66,65,202,87,492
Cash from Investing Activity +,292,231,21,171,-61,338,328,580,98,-216,96,-283
Cash from Financing Activity +,-82,-243,-31,-93,-76,-218,-348,-635,-78,-96,-186,-179
Net Cash Flow,83,-83,-1,-1,20,8,-11,12,86,-110,-2,30
