0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,8,18,50,16,1,1,3,1,1,4,10,20
Inventory Days,50,,,,,,,,,,,
Days Payable,0,,,,,,,,,,,
Cash Conversion Cycle,58,18,50,16,1,1,3,1,1,4,10,20
Working Capital Days,79,874,552,255,88,-108,-40,-18,-146,-99,-99,-30
ROCE %,13%,13%,14%,6%,9%,9%,11%,12%,10%,10%,8%,9%
