0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,3,54,55,83,83,83,83,83,83,83,83,83,84
Reserves,147,135,238,397,503,693,847,933,"1,134","1,389","1,606","1,816","1,991"
Borrowings +,2,27,27,0,0,0,0,0,38,385,281,136,181
Other Liabilities +,100,116,130,112,90,119,136,302,318,354,350,380,324
Total Liabilities,252,331,449,592,676,896,"1,067","1,318","1,573","2,211","2,320","2,415","2,579"
Fixed Assets +,91,114,119,130,121,173,173,297,300,371,361,343,334
CWIP,1,0,1,4,17,9,3,11,9,14,5,6,1
Investments,80,20,49,74,134,174,214,253,171,"1,062","1,213","1,143","1,274"
Other Assets +,80,197,280,384,404,540,677,757,"1,093",764,740,924,969
Total Assets,252,331,449,592,676,896,"1,067","1,318","1,573","2,211","2,320","2,415","2,579"
