0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,26,89,9,40,50,22,18,16,23,11,54,67
Cash from Investing Activity +,15,-33,-11,-32,-61,-6,-4,23,-13,25,-7,-55
Cash from Financing Activity +,-36,-66,-5,-4,-0,-8,-14,-30,-6,-45,-56,-12
Net Cash Flow,4,-11,-6,3,-10,8,-0,8,4,-8,-9,1
