0,1,2,3,4,5,6,7,8,9,10,11,12,13
Equity Capital,12,11,11,12,12,12,12,12,13,15,15,15,15
Reserves,370,332,427,186,218,216,248,257,467,587,727,823,866
Borrowings +,2,2,1,0,1,1,2,2,2,3,3,51,54
Other Liabilities +,97,104,75,47,41,49,51,66,168,110,89,101,150
Total Liabilities,481,449,514,246,272,278,313,336,650,715,835,991,"1,084"
Fixed Assets +,82,78,69,46,45,45,45,40,36,35,33,49,63
CWIP,3,0,1,0,0,2,1,2,2,4,4,1,1
Investments,189,218,203,33,119,132,156,174,484,491,674,808,787
Other Assets +,207,153,240,166,108,99,110,120,129,184,123,132,232
Total Assets,481,449,514,246,272,278,313,336,650,715,835,991,"1,084"
