0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,51,22,41,50,31,62,69,57,87,80,44,47
Inventory Days,,,,,,,,,,,,
Days Payable,,,,,,,,,,,,
Cash Conversion Cycle,51,22,41,50,31,62,69,57,87,80,44,47
Working Capital Days,19,-20,31,27,36,8,24,-8,-142,3,-8,3
ROCE %,,12%,17%,6%,11%,10%,13%,13%,9%,14%,15%,14%
