0,1,2,3,4,5,6,7,8,9,10,11,12
Debtor Days,55,56,45,120,130,123,126,132,158,145,156,147
Inventory Days,128,135,113,90,118,104,114,158,226,159,140,127
Days Payable,114,149,132,106,128,133,122,128,207,138,135,123
Cash Conversion Cycle,69,42,26,104,120,94,119,163,177,165,162,151
Working Capital Days,16,60,102,113,96,103,128,128,181,170,183,159
ROCE %,14%,16%,23%,19%,14%,19%,22%,9%,5%,13%,13%,17%
