0,1,2,3,4,5,6,7,8,9,10,11,12
Cash from Operating Activity +,525,765,903,"1,306",892,941,797,"1,377",814,275,788,"2,092"
Cash from Investing Activity +,21,-425,-138,-651,-579,-697,"-1,002",-729,"-1,130",-248,-596,-807
Cash from Financing Activity +,-519,-397,-524,-677,-372,-367,299,-620,368,75,-172,-641
Net Cash Flow,26,-57,241,-22,-59,-122,93,28,52,102,20,644
